Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Attrition,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
34,1.0,832,1,4,4,86,3,4,2911,16193,1,11,3,0,4,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,1.0,1371,10,1,2,95,3,3,6674,13008,1,14,3,3,6,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,1.0,326,2,3,4,99,3,4,5980,24525,7,12,1,0,15,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,1.0,549,3,4,4,88,3,1,6397,17778,7,18,3,0,9,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
52,1.0,192,22,4,4,32,3,4,19626,12388,3,14,4,1,23,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
34,1.0,329,25,2,2,98,3,4,5488,13888,1,12,4,1,15,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,1.0,1416,19,3,1,81,3,4,5410,10558,2,11,4,1,18,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,1.0,571,9,3,1,66,3,1,2127,4381,9,13,4,1,9,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,1.0,829,14,3,3,89,3,2,2559,17536,6,21,2,1,3,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28,1.0,561,19,2,4,86,3,3,6142,2373,3,12,1,1,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
43,1.0,1169,1,3,2,99,3,1,13116,13938,2,15,3,1,21,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,1.0,735,1,1,4,38,3,4,4319,5860,1,12,1,2,5,4,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31,0.0,857,5,4,1,39,3,4,4490,10436,1,20,3,2,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,2.0,622,6,4,4,79,3,2,6389,21143,8,15,4,1,9,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
31,2.0,990,6,5,2,97,3,4,2141,9262,7,14,2,3,7,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,1.0,1389,20,4,4,46,3,4,5689,20364,1,17,4,1,11,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
30,1.0,1435,3,3,3,49,3,2,2096,15417,2,18,1,0,9,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
39,2.0,468,10,3,2,45,3,3,3294,17285,0,14,4,0,9,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
38,1.0,301,5,2,3,74,3,3,5209,3193,3,18,3,2,8,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,1.0,1145,10,3,1,30,3,4,4777,18154,2,12,3,1,8,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48,0.0,636,19,4,4,59,3,3,3072,10302,1,13,2,3,7,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
39,1.0,662,2,4,4,79,2,4,5204,19760,1,11,1,1,13,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41,1.0,956,6,4,4,84,3,3,10854,15395,4,12,4,1,14,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,1.0,469,8,3,1,57,3,1,17328,26085,4,12,1,1,21,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33,1.0,1308,4,3,3,49,2,3,2220,22645,0,25,4,0,4,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
52,2.0,147,1,4,3,35,3,3,2366,25326,0,13,3,1,20,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40,1.0,1082,4,3,4,95,3,3,16792,20489,8,12,1,1,8,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
31,1.0,1237,7,2,4,84,3,4,5249,21081,4,18,4,1,13,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,0.0,791,8,3,1,45,2,2,3072,26062,1,21,3,1,11,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
28,1.0,465,5,3,1,83,3,2,2351,5182,5,12,1,0,6,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
29,1.0,335,18,4,4,42,3,3,2782,7568,2,16,3,1,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19,1.0,658,2,1,4,99,3,4,2121,19294,1,21,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42,1.0,469,9,5,4,66,4,4,10648,20364,2,23,3,1,24,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29,0.0,1456,8,3,3,71,3,3,11713,12482,1,13,2,1,10,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,1.0,397,1,1,3,96,2,1,3408,6755,2,16,1,0,6,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
35,1.0,1054,2,4,3,31,3,4,2404,5543,1,16,3,1,3,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
30,2.0,1329,5,5,3,38,3,4,5593,19239,1,16,1,1,10,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
38,2.0,1302,25,3,1,48,3,4,7870,4992,0,11,3,1,10,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,1.0,574,1,2,1,64,2,4,3057,11761,0,22,1,2,7,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,1.0,116,7,1,2,84,3,3,2718,22961,1,14,1,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,2.0,1180,2,4,3,98,3,4,6538,25353,0,13,3,3,6,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55,1.0,1311,1,3,1,94,3,1,19436,15891,2,15,2,1,37,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,1.0,370,9,1,1,51,3,1,7969,22087,1,14,3,1,11,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
45,2.0,252,7,2,3,46,2,3,13734,12227,5,14,3,1,23,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,1.0,918,2,4,1,85,3,3,5237,23398,3,20,4,1,12,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,2.0,1232,10,3,4,35,3,1,7880,20364,0,13,3,2,23,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1.0,573,9,1,3,45,3,2,3452,22061,1,14,3,1,6,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
30,1.0,654,2,3,1,76,3,3,10903,7181,2,13,3,0,10,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
46,1.0,1082,10,3,3,60,3,3,5902,6409,3,11,4,0,23,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
31,1.0,1064,1,4,3,65,2,1,2226,7747,1,22,2,0,6,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
26,1.0,959,5,3,1,45,4,3,4774,24444,1,19,3,0,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30,1.0,991,1,3,2,96,3,3,2546,18697,0,22,2,0,9,6,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
45,1.0,1157,10,3,1,30,2,4,2008,12549,2,11,2,1,8,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27,1.0,243,8,2,2,93,2,3,3617,24812,5,15,4,1,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
38,0.0,571,2,5,3,91,3,4,6272,9558,7,12,2,2,20,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52,1.0,1445,2,4,3,45,2,2,19038,19805,1,12,1,0,34,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31,1.0,652,2,1,1,37,3,4,16184,21445,0,12,2,1,9,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,1.0,1370,2,4,2,84,3,1,10435,17689,6,13,1,0,20,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
41,1.0,1003,2,2,2,81,2,2,4968,16998,0,15,3,1,4,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
35,1.0,969,8,4,4,94,3,3,1274,12124,1,11,4,2,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
53,1.0,1040,2,1,2,95,3,4,16856,22376,4,15,4,1,30,5,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
36,2.0,1125,1,3,4,48,3,3,7632,9096,1,16,3,0,10,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39,2.0,1346,9,3,3,92,3,1,4998,15589,1,18,2,3,8,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
41,0.0,1223,2,1,3,32,1,1,19847,12992,1,13,3,1,21,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
57,1.0,466,3,4,4,65,3,4,5468,22539,2,13,4,0,12,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
34,2.0,1429,1,4,2,96,3,2,8722,18706,0,16,2,0,10,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,1.0,638,9,2,4,84,2,3,2800,25800,0,11,4,1,5,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
34,1.0,534,2,2,3,75,3,4,2285,26227,1,17,2,1,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
44,1.0,1089,13,4,1,43,4,4,5070,15891,1,11,3,1,7,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,1.0,855,1,4,3,82,3,1,7446,6729,1,17,2,1,10,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
36,1.0,829,2,3,3,91,3,4,13664,15901,1,14,3,1,8,4,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
27,1.0,821,9,1,4,84,3,4,3229,8758,1,14,4,0,3,3,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
36,1.0,360,2,2,3,48,3,4,3646,22266,3,12,2,0,8,2,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
36,2.0,1435,14,2,4,57,3,3,3761,15696,1,15,4,0,4,5,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
21,1.0,1169,7,3,2,88,3,3,2821,4156,0,18,1,0,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,1.0,862,1,3,4,98,2,3,3617,22490,1,18,2,1,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,1.0,699,4,2,4,42,3,4,17099,7636,4,24,1,1,26,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30,2.0,708,2,3,3,45,3,4,5207,22794,2,15,4,0,12,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
34,1.0,1199,9,2,2,55,3,2,4736,12982,0,12,4,0,6,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39,1.0,1193,4,2,1,95,3,3,4272,11737,4,17,4,2,8,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18,0.0,574,4,3,4,89,4,2,1675,19305,1,19,1,1,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
39,1.0,1476,23,3,3,79,3,1,8620,7790,0,18,4,0,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,1.0,706,10,4,1,88,3,2,2014,5050,1,12,1,0,2,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
47,1.0,1082,2,4,1,95,2,3,4377,9192,7,12,3,1,7,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
28,1.0,783,1,3,1,62,3,2,3072,26767,1,18,3,1,10,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
41,1.0,1146,2,3,4,56,3,4,9852,23099,1,12,4,0,10,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,1.0,1485,5,4,3,71,4,4,1514,10893,1,20,4,1,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,1.0,397,14,1,2,90,3,2,5538,4658,3,14,4,0,10,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56,2.0,1372,27,2,3,59,3,2,6586,14871,9,11,4,1,13,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,1.0,1402,2,3,3,89,4,1,2086,19373,2,21,3,0,18,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,1.0,798,6,2,4,46,3,4,2180,22955,6,18,2,0,6,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,1.0,117,10,4,3,83,3,3,6118,5640,3,13,4,1,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
46,1.0,1320,24,4,4,48,2,1,10512,23343,1,14,3,1,28,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,1.0,1210,26,3,4,100,3,1,6179,17078,1,23,4,0,7,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
31,1.0,523,3,5,2,54,3,3,9204,17485,7,13,3,0,28,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
36,2.0,1325,10,3,3,68,3,4,13348,26551,1,21,3,0,17,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
28,0.0,1115,4,3,3,37,4,2,2089,5598,1,14,4,3,5,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
53,0.0,945,6,4,2,83,2,4,19859,20948,7,13,1,2,32,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26,1.0,1256,8,3,4,30,3,2,2380,4223,1,13,1,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,0.0,806,2,5,1,84,3,3,6877,23288,7,13,3,0,10,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,1.0,436,2,2,3,89,3,4,2741,22929,0,13,3,0,4,3,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
27,1.0,1463,7,4,4,41,3,4,5714,4258,1,16,3,0,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0.0,1395,16,3,1,87,3,3,4999,17519,3,20,1,2,11,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
39,1.0,1189,2,4,4,87,4,1,6201,20439,0,15,1,1,16,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27,1.0,1178,9,3,4,54,2,1,3579,7530,1,11,2,0,9,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,2.0,573,9,4,3,93,3,3,6673,23398,1,12,4,0,7,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30,1.0,697,20,3,2,31,3,4,7553,23757,0,14,2,1,10,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
23,1.0,890,2,1,2,44,3,4,3904,7973,1,14,4,2,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45,1.0,845,2,4,2,72,2,4,4736,8423,7,16,4,0,10,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,1.0,1224,1,3,1,43,2,2,2996,5182,6,11,1,1,6,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
58,1.0,942,10,3,1,44,4,4,10388,13943,8,16,3,1,40,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,1.0,1245,16,4,4,96,2,4,6120,21534,1,15,2,0,6,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
27,1.0,561,3,4,3,47,3,1,2819,22490,1,11,1,0,7,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
34,1.0,1443,2,3,2,70,2,3,3646,5348,7,17,1,0,6,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,0.0,1157,10,3,1,84,2,2,6220,14369,0,21,1,1,9,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
50,1.0,989,2,2,3,55,3,3,19859,3698,3,14,3,1,26,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
26,1.0,775,2,1,1,42,3,4,2686,7324,0,17,2,3,5,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
31,2.0,661,10,3,2,65,2,3,11994,21526,1,24,1,1,9,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33,1.0,703,1,2,3,77,3,2,13464,3372,6,11,3,0,12,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,0.0,775,1,2,4,86,2,4,5231,20763,3,17,4,0,8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
58,1.0,1002,10,4,3,99,3,2,10903,23231,3,23,1,1,14,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55,1.0,1199,26,3,3,44,3,1,13695,14377,7,13,4,0,33,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
21,1.0,977,6,2,4,43,2,3,3646,15232,1,16,2,0,3,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
46,2.0,721,11,4,2,72,3,1,11631,3142,1,15,4,0,10,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,1.0,590,3,1,3,39,3,3,3669,26999,9,11,2,1,10,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
23,1.0,894,7,1,3,55,3,2,2936,5531,1,18,4,1,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
40,2.0,1404,1,5,1,59,3,4,9204,8571,5,14,2,1,10,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
58,1.0,629,6,4,4,84,3,4,2546,26999,4,15,1,2,8,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
48,1.0,1324,25,3,3,85,3,3,2372,10224,9,15,3,3,20,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52,1.0,325,2,4,3,52,3,3,7547,5518,7,17,3,3,13,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1.0,1084,10,4,2,66,1,4,7104,24032,4,13,2,3,13,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,1.0,1245,2,3,1,42,3,3,3633,12858,3,23,2,1,7,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
28,1.0,572,2,4,4,50,3,3,5228,2354,6,13,1,0,10,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
34,2.0,638,9,4,3,43,3,4,2760,9964,3,12,2,1,11,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38,0.0,1467,2,2,4,76,3,1,3646,20439,6,14,3,0,7,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
29,2.0,942,7,2,2,79,3,3,2800,17171,1,13,1,1,1,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
34,2.0,1255,2,3,1,35,2,2,2432,11924,0,13,4,0,10,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
19,1.0,741,29,3,3,88,3,3,5231,20586,0,17,4,0,11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
31,0.0,1498,7,4,3,30,3,2,3722,5678,1,11,4,1,10,5,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
56,1.0,1242,1,3,1,81,3,4,10453,4156,6,14,4,0,36,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
44,1.0,1099,7,2,4,46,3,3,2596,15170,5,13,4,1,8,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
30,1.0,1184,4,3,4,67,3,3,5768,24442,0,14,1,0,12,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,2.0,1456,1,4,3,76,4,3,10527,2447,9,12,2,3,22,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,1.0,722,9,3,3,35,3,2,6524,26507,1,25,4,1,10,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,2.0,827,2,2,2,44,3,1,4244,5630,4,21,4,1,9,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37,1.0,1050,2,4,4,75,3,1,5454,22577,3,22,2,1,7,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,1.0,1333,3,1,2,91,2,4,2592,5242,2,17,3,1,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27,1.0,155,9,4,1,49,3,1,2450,6217,1,20,3,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,1.0,715,17,4,2,83,1,2,4577,20652,2,23,1,3,4,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
32,1.0,1091,2,1,3,36,2,4,3920,16374,0,16,2,1,6,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,1.0,267,7,4,3,33,3,2,2657,21158,0,23,3,0,8,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50,1.0,1441,21,3,2,54,3,4,10820,25592,2,12,3,1,19,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,0.0,835,2,4,2,33,3,3,9071,24052,0,13,3,1,9,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
49,2.0,130,9,3,3,76,3,4,2450,18611,1,20,4,0,9,5,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
43,1.0,505,8,3,2,98,3,3,11916,19715,6,14,1,1,11,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33,1.0,723,1,2,4,90,4,4,4084,4223,6,15,3,1,7,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
30,1.0,1411,4,3,3,43,4,3,8837,3423,7,17,2,1,15,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35,1.0,325,19,4,1,87,3,4,2342,9192,6,21,4,2,17,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,1.0,462,1,3,3,60,3,3,3117,20328,6,14,3,1,5,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34,1.0,806,9,4,4,92,3,1,2332,18368,0,22,4,0,5,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
41,2.0,350,22,3,4,32,2,2,4332,21029,1,22,3,1,20,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
27,2.0,1303,9,2,4,60,3,4,2342,22474,1,14,1,3,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,1.0,1278,2,3,2,92,3,1,4221,15276,1,12,4,1,4,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,1.0,506,1,3,4,62,3,4,3975,26085,6,19,2,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39,1.0,1299,3,3,4,47,3,1,19272,22670,1,14,2,1,21,2,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26,1.0,996,1,3,1,33,3,4,8726,17369,1,15,3,0,9,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
40,1.0,1499,26,3,1,76,3,3,13402,11652,4,20,2,0,22,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
26,1.0,1448,2,4,2,66,2,4,6274,8952,1,15,4,0,6,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28,1.0,611,11,3,2,60,3,3,3539,16044,1,19,3,1,8,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34,1.0,661,2,1,4,42,3,1,4779,11652,4,16,4,0,11,6,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,1.0,810,24,1,3,78,3,1,1223,26362,1,21,2,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
35,0.0,1005,7,3,2,53,3,2,3673,4605,1,15,4,1,9,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23,1.0,468,25,1,2,65,2,2,3989,6233,1,12,2,0,5,5,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51,1.0,438,7,3,1,91,1,1,10502,23343,2,15,1,1,13,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
41,1.0,543,10,2,2,72,3,4,5207,20439,4,22,1,1,8,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,1.0,346,2,4,4,84,3,1,5346,6770,3,11,1,0,10,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
22,2.0,723,1,1,1,79,3,1,2174,6881,0,14,4,0,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
29,1.0,1147,2,1,1,62,3,3,5238,22914,7,18,2,0,10,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
